subject,number,code,title,source_url
BISC,833,BISC 833,Research Seminars in Biological Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,834,BISC 834,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/sci.html
BISC,838,BISC 838,Population Dynamics and Demography,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,841,BISC 841,Plant diseases and plant biotechnology,https://www.sfu.ca/students/calendar/2025/summer/courses/bisc.html
BISC,844,BISC 844,Biological Controls,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,847,BISC 847,Pest Management in Practice,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,849,BISC 849,Master of Pest Management Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,852,BISC 852,Ecological and Molecular Interactions between Insect Vectors and Parasites,https://www.sfu.ca/students/calendar/2025/summer/courses/bisc.html
BISC,854,BISC 854,Ecotoxicology,https://www.sfu.ca/students/calendar/2025/summer/courses/bisc.html
BISC,855,BISC 855,Biochemical Toxicology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,859,BISC 859,Special Topics I,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,869,BISC 869,Special Topics II,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,879,BISC 879,Special Topics III,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,880,BISC 880,Special Topics in Behavioural Ecology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,881,BISC 881,Special Topics in Cell and Molecular Biology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,883,BISC 883,Special Topics in Environmental Toxicology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,884,BISC 884,Special Topics in Pest Ecology and Management,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,885,BISC 885,Special Topics in Animal Physiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,886,BISC 886,Special Topics in Marine and Aquatic Biology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,887,BISC 887,Special Topics in Plant Biology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,888,BISC 888,Directed Readings in Biology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,889,BISC 889,Directed Readings in Biology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,890,BISC 890,Directed Readings in Biology,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,892,BISC 892,PhD Graduate Candidacy Exam,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,898,BISC 898,MSc Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BISC,899,BISC 899,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/bisc.html
BPK,105,BPK 105,The Anatomy and Physiology of Human Survival,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,110,BPK 110,Human Nutrition: Current Issues,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,140,BPK 140,Contemporary Health Issues,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,141,BPK 141,Theory of Exercise Program Design,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,142,BPK 142,Introduction to Biomedical Physiology and Kinesiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,143,BPK 143,Exercise: Health and Performance,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,180,BPK 180,may not take this course for further credit. Writing.,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,180W,BPK 180W,Introduction to Ergonomics,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,201,BPK 201,Biomechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,205,BPK 205,Introduction to Human Physiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,207,BPK 207,Sensorimotor Control and Learning,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,208,BPK 208,Introduction to Physiological Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,221,BPK 221,Special Topics in Kinesiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,241,BPK 241,Sports Injuries - Prevention and Rehabilitation,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,301,BPK 301,Biomechanics Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,303,BPK 303,Assessment of Movement and Function,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,304W,BPK 304W,Inquiry and Measurement in Biomedical Physiology and Kinesiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,305,BPK 305,Human Physiology I,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,306,BPK 306,Human Physiology II,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,307,BPK 307,Human Physiology III,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,308,BPK 308,Experiments and Models in Systems Physiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,310,BPK 310,Exercise/Work Physiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,311,BPK 311,Applied Human Nutrition,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,312,BPK 312,Nutrition for Fitness and Sport,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,325,BPK 325,Basic Human Anatomy,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,326,BPK 326,Functional Anatomy,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,336,BPK 336,Histology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,340,BPK 340,Active Health: Behavior and Promotion,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,342,BPK 342,Active Health,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,343,BPK 343,Active Health: Assessment and Programming,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,351,BPK 351,Practicum I,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,352,BPK 352,Practicum II,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,375,BPK 375,Human Growth and Development,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,381,BPK 381,Psychology of Work,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,401,BPK 401,Muscle Biomechanics,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,402,BPK 402,Mechanical Behavior of Biological Tissues,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,405,BPK 405,Clinical Exercise Physiology I: Cardiorespiratory and Metabolic Disorders,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,406,BPK 406,"Clinical Exercise Physiology II: Musculoskeletal, Neuromuscular, and Immunological Disorders",https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,407,BPK 407,Human Physiology Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,408W,BPK 408W,Cellular Physiology Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,409,BPK 409,Wearable Technology and Human Physiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,411,BPK 411,Advanced Topics in Vascular Physiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,412,BPK 412,Molecular Cardiac Physiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,415,BPK 415,Neural Control of Movement,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,417,BPK 417,"Obesity, Adipocyte Function and Weight Management",https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,420,BPK 420,Selected Topics in Biomedical Physiology and Kinesiology I,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,421,BPK 421,Selected Topics in Biomedical Physiology and Kinesiology II,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,422,BPK 422,Selected Topics in Biomedical Physiology and Kinesiology III,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,423,BPK 423,Selected Topics in Biomedical Physiology and Kinesiology IV,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,426,BPK 426,Functional Human Neuroanatomy,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,431,BPK 431,Integrative Cancer Biology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,432,BPK 432,Physiological Basis of Temperature Regulation,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,443,BPK 443,Advanced Exercise Programming,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,444,BPK 444,Cardiac Disease: Pathophysiology and Assessment,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,445,BPK 445,Advanced Cardiac Rehabilitation,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,446,BPK 446,Neurological Disorders,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,447,BPK 447,Neuroplasticity,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,448,BPK 448,Rehabilitation of Movement Control,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,451,BPK 451,Practicum III,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,451W,BPK 451W,Practicum III,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,452,BPK 452,Practicum IV,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,453,BPK 453,Practicum V,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,457,BPK 457,Behavioural Neuroscience Undergraduate Honours Thesis Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,459,BPK 459,Behavioural Neuroscience Undergraduate Honours Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,481,BPK 481,Musculoskeletal Disorders,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,482,BPK 482,Ergonomics and Rehabilitation,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,484,BPK 484,Altitude and Aerospace Physiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,491,BPK 491,Undergraduate Honours Thesis Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,495,BPK 495,Undergraduate Honours Research Performance,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,496,BPK 496,Directed Study Literature,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,498,BPK 498,Directed Study Experiential,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,499,BPK 499,Undergraduate Honours Thesis Reporting,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,801,BPK 801,Seminar on Research in Biomedical Physiology and Kinesiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,805,BPK 805,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,806,BPK 806,Special Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,807,BPK 807,Special Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,808,BPK 808,Special Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,811,BPK 811,Special Topics - Anatomy,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,812,BPK 812,Molecular and Cellular Cardiology,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,831,BPK 831,Current Topics in Thermophysiology,https://www.sfu.ca/students/calendar/2025/summer/courses/bpk.html
BPK,840,BPK 840,Human Biomechanics,https://www.sfu.ca/students/calendar/2025/summer/courses/bpk.html
BPK,851,BPK 851,Recent Advances in Experimental Carcinogenesis,https://www.sfu.ca/students/calendar/2025/summer/courses/bpk.html
BPK,870,BPK 870,Experiments and Models in Physiology,https://www.sfu.ca/students/calendar/2025/summer/courses/bpk.html
BPK,895,BPK 895,MSc Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,896,BPK 896,PhD Comprehensive Examination,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,897,BPK 897,PhD Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,898,BPK 898,MSc Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BPK,899,BPK 899,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/bpk.html
BUS,100,BUS 100,"or BUS 203 , with a P grade and BUS 217W with a minimum grade of C-; 45 units. Recommendation to take with BUS 360W .",https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,130,BUS 130,"or ( BUS 201 or BUS 202 ) or BUS 301, and BUS 217W , both with a minimum grade of C-, OR to students admitted Fall 2022 onwards to the business administration major, honours, or se",https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,200,BUS 200,Business Fundamentals,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,201,BUS 201,Introduction to Business,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,202,BUS 202,Foundations of Business,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,203,BUS 203,with a P grade. Students with credit for BUS 130 or BUS 202 may not take this course for further credit. Students with more than 30 units may not take this course.,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,207,BUS 207,Managerial Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,216,BUS 216,Introduction to Essentials of Business Communications,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,217W,BUS 217W,Critical Thinking in Business,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,221,BUS 221,Personal Finance,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,225,BUS 225,Co-op Practicum I,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,232,BUS 232,Business Statistics,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,233,BUS 233,Introduction to Business Law and Ethics,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,237,BUS 237,Introduction to Business Technology Management,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,238,BUS 238,Introduction to Entrepreneurship and Innovation,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,240,BUS 240,Introduction to Innovation,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,251,BUS 251,Financial Accounting I,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,254,BUS 254,Managerial Accounting I,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,272,BUS 272,Behaviour in Organizations,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,275,BUS 275,Business in a Sustainable Society,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,291,BUS 291,Selected Topics in Business Administration,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,292,BUS 292,Selected Topics in Business Administration,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,296,BUS 296,STT-Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,300,BUS 300,Professional Development - Planning,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,303,BUS 303,"Business, Society and Ethics",https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,307,BUS 307,Business Applications of Game Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,311,BUS 311,Financial Decision Making,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,312,BUS 312,Introduction to Finance,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,313,BUS 313,Corporate Finance,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,314,BUS 314,Resourcing New Ventures,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,315,BUS 315,Investments,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,316,BUS 316,Derivative Securities,https://www.sfu.ca/students/calendar/2025/summer/courses/bus.html
BUS,318,BUS 318,Management of Equity and Fixed Income Investments,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,320,BUS 320,Financial Accounting: Assets,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
BUS,321,BUS 321,Financial Accounting: Equities,https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
