subject,number,code,title,source_url
GSWS,840,GSWS 840,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/gsws.html
GSWS,844,GSWS 844,Directed Studies II,https://www.sfu.ca/students/calendar/2025/fall/courses/gsws.html
GSWS,898,GSWS 898,MA Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/gsws.html
GSWS,997,GSWS 997,PhD Comprehensive Examination,https://www.sfu.ca/students/calendar/2025/fall/courses/gsws.html
GSWS,998,GSWS 998,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/gsws.html
GSWS,999,GSWS 999,MA Field Exam,https://www.sfu.ca/students/calendar/2025/fall/courses/gsws.html
HIST,101,HIST 101,Canada to Confederation,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,102,HIST 102,may not take this course for further credit. Writing/Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,102W,HIST 102W,Canada since Confederation,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,104,HIST 104,The Americas from Colonization to Independence,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,106,HIST 106,The Making of Modern Europe,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,111,HIST 111,Histories of Technology,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,115,HIST 115,History of Sexuality,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,130,HIST 130,Introduction to Global History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,132,HIST 132,Global Environmental History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,135,HIST 135,Capitalism and the Making of the Modern World,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,138,HIST 138,Centuries of Genocide,https://www.sfu.ca/students/calendar/2026/spring/courses/hist.html
HIST,146,HIST 146,Africa after the Transatlantic Slave Trade,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,151,HIST 151,The Modern Middle East,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,180,HIST 180,STT-History Online Workshop,https://www.sfu.ca/students/calendar/2026/summer/courses/hist.html
HIST,185,HIST 185,Studies in History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,200,HIST 200,Making History: Introduction to Historical Research,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,204,HIST 204,The Social History of Canada,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,206,HIST 206,Imperial Japan (ca. 1868-1952),https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,208,HIST 208,", 209W, 212 , 213 , and 223 . Writing.",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,209,HIST 209,for further credit. Breadth-Humanities/Social Sciences.,https://www.sfu.ca/students/calendar/2025/fall/courses/is.html
HIST,212,HIST 212,The United States to 1877,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,213,HIST 213,The United States Since 1877,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,214,HIST 214,"Quebec Society, Culture, and Politics",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,214W,HIST 214W,or HIST 328 may not take this course for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,215,HIST 215,The Making of the British Isles,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,220,HIST 220,Late Medieval and Renaissance Europe,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,223,HIST 223,"Early Modern Europe, 1500-1789",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,224,HIST 224,Europe from the French Revolution to the First World War,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,225,HIST 225,20th Century Europe,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,231,HIST 231,History of Africa to the 19th Century: From Ancient Times to the Slave Trade,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,236,HIST 236,"Japan from 1603 to 1867: Peasants, Merchants, Warriors",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,243,HIST 243,A Brief History of Modern India - from British Colony to Independent Republic,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,244,HIST 244,Colonialism and Nationalism in South Asia,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,249,HIST 249,Classical Islamic Civilization,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,252,HIST 252,Islamic India,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,254,HIST 254,China to 1800,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,255,HIST 255,China since 1800,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,256,HIST 256,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,265,HIST 265,Global History from the Revolutionary Age to the Present,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,275,HIST 275,From Alexander to the Caesars: The Hellenistic and Roman Worlds to the End of Antiquity,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,276,HIST 276,History of the Modern Mediterranean World 1500 to the Present,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,277,HIST 277,History of Greek Civilization,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,279,HIST 279,Greece in the 20th Century,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,285,HIST 285,Studies in History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,288,HIST 288,History of Christianity to 1500,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,299,HIST 299,Problems in History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,300,HIST 300,Historiography,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,303,HIST 303,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2026/spring/courses/fass.html
HIST,304,HIST 304,Alexander the Great and the Quest for World Empire,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,305,HIST 305,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,307,HIST 307,", HS 307, or GSWS 321 under the topics ""Women"", or ""On Women"", or HIST 341 , may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/gsws.html
HIST,308,HIST 308,", HS 308, HIST 317, HS 317, HS 349 or HIST 349 may not take this course for further credit. Breadth-Humanities.",https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HIST,315,HIST 315,"Politics and Society in England, 1500-1707",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,319,HIST 319,Modern France,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,320,HIST 320,European Reformation,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,323,HIST 323,The Prairie Provinces,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,325,HIST 325,History of Indigenous Peoples of North America to 1850,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,326,HIST 326,History of Indigenous Peoples of North America Since 1850,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,327,HIST 327,Canadian Labor and Working Class History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,330W,HIST 330W,Controversies in Canadian History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,332,HIST 332,Politics and Culture in Modern Germany,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,334,HIST 334,The Making of Imperial Russia,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,335,HIST 335,The Soviet Project,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,336,HIST 336,Ideas and Society in Early Modern Europe,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,338,HIST 338,World War II,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,341,HIST 341,History of Women in Europe: Ideas and Debates from the Renaissance to the Present,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,344,HIST 344,Themes in Modern East Africa,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,345W,HIST 345W,Selected Topics in European History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,348,HIST 348,A History of Twentieth Century South Africa,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,349,HIST 349,Rome after Rome: The Byzantine Middle Ages from the end of Antiquity to the Crusades,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,350,HIST 350,The Ottoman Empire and Turkey,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,352,HIST 352,Religion and Politics in Modern Iran,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,354,HIST 354,Imperialism and Modernity in the Middle East,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,355,HIST 355,The Arab Middle East in the Twentieth Century,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,358,HIST 358,"Development, Aid and Difference in Historical Perspective",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,359,HIST 359,Constructing the Nation State in the Balkans and the Mediterranean,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,362,HIST 362,Ireland from the Penal Era to Partition,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,363,HIST 363,cannot take HIST 111 for further credit. Breadth-Hum/Social Sci/Science.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,366,HIST 366,Social and Cultural History of Modern China,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,367,HIST 367,History of the People's Republic of China,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,368W,HIST 368W,Selected Topics in the History of the Wider World,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,371,HIST 371,The Asia-Pacific War in Modern Japanese History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,372,HIST 372,City Life,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,373,HIST 373,"Conquest in North America, 1500-1900",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,374W,HIST 374W,Selected Topics in the History of the Americas,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,376,HIST 376,North American West,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,377,HIST 377,Environmental History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,382,HIST 382,"African-American History, since 1865",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,390,HIST 390,Studies in History I,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,391,HIST 391,"4 D200 in Spring 2005, HIST 309-4 E100 in Spring 2006 or HIST 486 E100 in Summer 2007 may not take this course for further credit. Breadth-Humanities.",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,400,HIST 400,Methodology,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,401,HIST 401,Problems in Modern German History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,402,HIST 402,Renaissance Italy,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,404,HIST 404,Problems in Early Modern English History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,407,HIST 407,Problems in Modern British History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,415,HIST 415,Victorian Britain,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,416,HIST 416,The French Revolution,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,417W,HIST 417W,Problems in Modern French History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,419W,HIST 419W,Problems in Modern Russian History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,420,HIST 420,Themes in Russian Imperial History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,422,HIST 422,"Greece, 1935-1944: Occupation and Resistance",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,424,HIST 424,Topics in the Cultural History of Canada,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,425,HIST 425,may not take this course for further credit. Writing.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,425W,HIST 425W,Gender and History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,427,HIST 427,Topics in Indigenous Histories,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,428,HIST 428,Topics in the Social and Economic History of Canada,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,430,HIST 430,French Americas,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,432,HIST 432,or HIST 485 in 2001-3 may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/geog.html
HIST,435,HIST 435,History of Vancouver,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,436,HIST 436,British Columbia,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,438W,HIST 438W,Problems in the History of the British Empire,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,440,HIST 440,Selected Topics in US History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,441,HIST 441,Women and Law in the Mediterranean,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,442W,HIST 442W,America's Empires,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,443W,HIST 443W,"Aboriginal Peoples, History and the Law",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,444W,HIST 444W,Conceptualizing Atlantic Canada,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,447W,HIST 447W,The Nikkei Experience in North America,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,451,HIST 451,Oral History: Theories and Practices,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,454,HIST 454,Problems in the History of Sexuality,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,455,HIST 455,may not take this course for further credit. Writing.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,455W,HIST 455W,Race in the Americas,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,456,HIST 456,"The Late Ottoman Empire: State, Culture and Social Transformation, 1750-1923",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,457,HIST 457,"The Turkish Republic: Politics, Society, and Culture, 1918-Present",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,460,HIST 460,Themes in Byzantine History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,462W,HIST 462W,"Religion, Ethnicity, and Politics in Twentieth Century Northern Ireland",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,463W,HIST 463W,Rebellion and Revolution: Topics in the Theory and Practice of Resistance,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,464,HIST 464,Problems in Modern Asian History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,465,HIST 465,The Palestinian-Israeli Conflict,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,467,HIST 467,Modern Egypt,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,468W,HIST 468W,Problems in the History of Religion,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,469,HIST 469,Islamic Social and Intellectual History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,471W,HIST 471W,Women in Japanese History (1600-1952),https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,472W,HIST 472W,Problems in World History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,473W,HIST 473W,Problems in Southern African History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,476,HIST 476,History of Modern Greece,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,479W,HIST 479W,Contentious Problems in Modern Chinese History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,485,HIST 485,or 486 under this topic may not take this course for further credit. Writing.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,486,HIST 486,"under the title ""History of Vancouver"" may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,489,HIST 489,Studies in History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,490,HIST 490,Studies in History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,494,HIST 494,Honours Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,498,HIST 498,Honours Essay,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,800,HIST 800,Field Directed Essay or Project,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,801,HIST 801,Selected Topics in History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,805,HIST 805,The North American West,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,806,HIST 806,Themes in Canadian History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,810,HIST 810,Themes in European History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,814,HIST 814,Historical Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,815,HIST 815,Professional Development Workshop,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,821,HIST 821,Early Modern World,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,822,HIST 822,Themes in British and Irish History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,843,HIST 843,Themes in United States History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,845,HIST 845,Themes in Latin American History,https://www.sfu.ca/students/calendar/2025/summer/courses/hist.html
HIST,852,HIST 852,Themes in Middle Eastern History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,853,HIST 853,"The Ottoman World, 1300-1950, Historiography and Methodology",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,860,HIST 860,Comprehensive Field 1,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,861,HIST 861,Comprehensive Field 2,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,862,HIST 862,Comprehensive Field 3,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,869,HIST 869,History of Modern China,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,870,HIST 870,Themes in Asian History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,872,HIST 872,The City in History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,879,HIST 879,Environmental History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,882,HIST 882,Oral History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,883,HIST 883,Film and History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,885,HIST 885,Law and Society,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,887,HIST 887,Comparative Labor History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,888,HIST 888,Indigenous Peoples,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,889,HIST 889,Colonialism/Post-Colonialism,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,890,HIST 890,Gender and History,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,892,HIST 892,Religion and Society,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,894,HIST 894,War and Society,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,896,HIST 896,Race and Ethnicity,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,897,HIST 897,Supervised Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,898,HIST 898,MA Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HIST,899,HIST 899,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HS,100,HS 100,may not take this course for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,150,HS 150,may not take this course for further credit. Breadth-Humanities/Social Sciences.,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,201,HS 201,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,216,HS 216,may not take this course for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,231,HS 231,or HUM 216 may not take this course for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,232,HS 232,or HUM 216 may not take this course for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,276,HS 276,or HUM 276 may not take this course for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HS,279,HS 279,may not take HIST 279 for further credit. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HS,307,HS 307,"or HIST 307 under the topic ""Glory to Debt"", HS 476, or HIST 476 may not take this course for further credit.",https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,308,HS 308,", HS/HIST 317, HUM 349 or HS 349 may not take this course for further credit. Breadth-Humanities.",https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HS,309,HS 309,"or WL 309 under this topic, or HS 303 under the title ""Reflection on the Greek Civil War"" may not take this course for further credit. Breadth-Humanities.",https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,318,HS 318,"or GSWS 318 or HS 303 under the title ""Political Representations of Women in Film and Literature"" may not take this course for further credit. Breadth-Humanities.",https://www.sfu.ca/students/calendar/2025/fall/courses/hum.html
HS,359,HS 359,may not take HIST 359 for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HS,422,HS 422,may not take this course for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HS,441,HS 441,may not take HIST 441 for further credit.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HS,460,HS 460,or HUM 460 may take this course for credit only when a different topic is taught. Breadth-Humanities.,https://www.sfu.ca/students/calendar/2025/fall/courses/hist.html
HSCI,100,HSCI 100,Human Biology,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,120,HSCI 120,Introduction to Human Sexuality and Sexual Behavior,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,130,HSCI 130,Foundations of Health Science,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,160,HSCI 160,Global Perspectives on Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,170,HSCI 170,Working for Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,180,HSCI 180,Drugs and Society,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,199,HSCI 199,Special Topics in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,200,HSCI 200,"level courses with a minimum grade of C-, one of which may be taken concurrently.",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,204,HSCI 204,Perspectives on Human Health and the Environment,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,206,HSCI 206,The Economics of Health and Health Care,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,207,HSCI 207,Research Methods in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,210,HSCI 210,Special Topics in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,211,HSCI 211,"Perspectives on Cancer, Cardiovascular, and Metabolic Diseases",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,212,HSCI 212,Perspectives on Infectious and Immunological Diseases,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,214,HSCI 214,Perspectives on Mental Health and Illness,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,216,HSCI 216,"Ecological Determinants of Human Growth, Development and Health",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,220,HSCI 220,Indigenous Experiences of Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,230,HSCI 230,Evaluating Epidemiological Research,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,305,HSCI 305,The Canadian Health System,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,308,HSCI 308,Sickness and Wealth: Health in Global Perspective,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,310,HSCI 310,Health Economic Evaluation,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,312,HSCI 312,Health Promotion: Individuals and Communities,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,319W,HSCI 319W,Applied Health Ethics,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,321,HSCI 321,Human Pathophysiology,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,323,HSCI 323,Principles of Pharmacology and Toxicology,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,324,HSCI 324,Human Population Genetics and Evolution,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,326,HSCI 326,Introduction to the Immune System,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,327,HSCI 327,Global Health Ethics,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,333,HSCI 333,"Red, Hot, and True: A Semester of Blood",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,336,HSCI 336,Health and Life Sciences Laboratory,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,338,HSCI 338,Virology,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,340,HSCI 340,Social Determinants of Health,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,341,HSCI 341,Fundamental Epidemiological Concepts and Approaches,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,345,HSCI 345,"Texts, Two-Fours and Tattoos...and Other Health Issues of the Tweens to Twenties",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,350,HSCI 350,Co-op Practicum I,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,351,HSCI 351,Co-op Practicum II,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,360,HSCI 360,Global Health with Justice: Equity-Centred Research and Practice,https://www.sfu.ca/students/calendar/2026/summer/courses/hsci.html
HSCI,372,HSCI 372,Special Topics in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,373,HSCI 373,Special Topics in Health Sciences,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,402,HSCI 402,"Substance Use, Addiction and Public Health",https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,403,HSCI 403,Health and the Built Environment,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
HSCI,404,HSCI 404,Public Policy and Health Systems,https://www.sfu.ca/students/calendar/2025/fall/courses/hsci.html
